ID_Transaccion,ID_Usuario,ID_Producto,Precio_Base_USD,Pct_Descto_Ludificacion,Cupon_USD,Precio_Final_USD
TRX002546,U01411,P0169,13.56,0.2,10,0.99
TRX002547,U00112,P0190,9.76,0.0,5,4.76
TRX002548,U01110,P0037,5.41,0.2,0,4.33
TRX002549,U01461,P0038,14.83,0.2,0,11.86
TRX002550,U00903,P0212,15.32,0.5,0,7.66
TRX002551,U01345,P0138,15.39,0.5,10,0.99
TRX002552,U01375,P0132,13.54,0.5,0,6.77
TRX002553,U01111,P0275,30.25,0.1,5,22.23
TRX002554,U01476,P0205,7.25,0.5,5,0.99
TRX002555,U01211,P0097,18.09,0.1,5,11.28
TRX002556,U01375,P0118,41.75,0.2,5,28.4
TRX002557,U00060,P0115,62.16,0.2,5,44.73
TRX002558,U00878,P0113,62.12,0.2,10,39.7
TRX002559,U00741,P0216,8.31,0.1,5,2.48
TRX002560,U01207,P0209,52.49,0.2,0,41.99
TRX002561,U01487,P0003,6.61,0.1,10,0.99
TRX002562,U00725,P0265,9.3,0.9,0,0.99
TRX002563,U00866,P0215,31.28,0.2,5,20.02
TRX002564,U00602,P0198,7.78,0.1,0,7.0
TRX002565,U00072,P0231,25.5,0.1,0,22.95
TRX002566,U01176,P0017,7.8,0.2,0,6.24
TRX002567,U01073,P0113,28.01,0.0,0,28.01
TRX002568,U00213,P0045,17.15,0.9,5,0.99
TRX002569,U00341,P0296,14.81,0.1,0,13.33
TRX002570,U00506,P0286,6.92,0.2,0,5.54
TRX002571,U00339,P0269,10.79,0.9,0,1.08
TRX002572,U01127,P0112,5.0,0.2,0,4.0
TRX002573,U00490,P0083,13.76,0.1,5,7.38
TRX002574,U01045,P0086,6.45,0.7,0,1.94
TRX002575,U00216,P0040,28.98,0.0,0,28.98
TRX002576,U00069,P0117,32.75,0.0,0,32.75
TRX002577,U00488,P0007,20.75,0.2,5,11.6
TRX002578,U00775,P0166,10.55,0.1,10,0.99
TRX002579,U01430,P0187,60.05,0.1,0,54.05
TRX002580,U00662,P0072,54.89,0.5,5,22.45
TRX002581,U00211,P0058,14.34,0.7,5,0.99
TRX002582,U01013,P0019,15.85,0.2,0,12.68
TRX002583,U01033,P0108,97.82,0.1,0,88.04
TRX002584,U00510,P0154,33.16,0.5,10,6.58
TRX002585,U00501,P0154,6.12,0.1,5,0.99
TRX002586,U01087,P0069,22.33,0.2,5,12.86
TRX002587,U00951,P0046,8.59,0.5,0,4.29
TRX002588,U00514,P0247,6.1,0.2,10,0.99
TRX002589,U00962,P0287,21.38,0.2,0,17.1
TRX002590,U00367,P0293,10.05,0.9,0,1.0
TRX002591,U00803,P0095,9.92,0.1,5,3.93
TRX002592,U00652,P0276,35.24,0.7,10,0.99
TRX002593,U00461,P0015,33.67,0.2,0,26.94
TRX002594,U01187,P0280,36.7,0.9,0,3.67
TRX002595,U00190,P0100,44.07,0.1,5,34.66
TRX002596,U00611,P0225,10.37,0.1,5,4.33
TRX002597,U00741,P0279,8.16,0.5,5,0.99
TRX002598,U00415,P0125,28.15,0.0,5,23.15
TRX002599,U01053,P0008,21.1,0.7,0,6.33
TRX002600,U01170,P0042,17.42,0.2,0,13.94
TRX002601,U00469,P0049,124.01,0.0,0,124.01
TRX002602,U00652,P0157,52.71,0.0,5,47.71
TRX002603,U00312,P0084,36.2,0.5,0,18.1
TRX002604,U00090,P0031,18.72,0.1,0,16.85
TRX002605,U00409,P0262,34.3,0.7,5,5.29
TRX002606,U01118,P0279,13.82,0.1,10,2.44
TRX002607,U01400,P0141,27.55,0.2,0,22.04
TRX002608,U01316,P0008,5.0,0.2,5,0.99
TRX002609,U01309,P0016,31.8,0.0,5,26.8
TRX002610,U00522,P0234,12.21,0.2,0,9.77
TRX002611,U00600,P0297,20.86,0.5,5,5.43
TRX002612,U00285,P0057,16.75,0.5,10,0.99
TRX002613,U00685,P0024,44.73,0.2,0,35.78
TRX002614,U00489,P0028,116.82,0.1,10,95.14
TRX002615,U00312,P0123,8.33,0.1,0,7.5
TRX002616,U00317,P0288,9.25,0.5,5,0.99
TRX002617,U00589,P0285,12.06,0.1,5,5.85
TRX002618,U01375,P0262,23.27,0.7,5,1.98
TRX002619,U00956,P0250,22.97,0.0,0,22.97
TRX002620,U00256,P0249,25.17,0.7,10,0.99
TRX002621,U01086,P0203,8.23,0.5,0,4.12
TRX002622,U00807,P0194,12.5,0.5,5,1.25
TRX002623,U00894,P0265,9.18,0.1,10,0.99
TRX002624,U00443,P0298,6.26,0.1,0,5.63
TRX002625,U00765,P0068,14.69,0.2,10,1.75
TRX002626,U00942,P0162,72.68,0.1,10,55.41
TRX002627,U01249,P0264,23.06,0.0,10,13.06
TRX002628,U00086,P0268,43.09,0.2,10,24.47
TRX002629,U01444,P0016,33.47,0.5,0,16.73
TRX002630,U00949,P0019,24.49,0.1,5,17.04
TRX002631,U00747,P0200,41.13,0.2,0,32.9
TRX002632,U00044,P0176,50.44,0.2,10,30.35
TRX002633,U00601,P0057,15.53,0.7,0,4.66
TRX002634,U00214,P0258,34.73,0.2,5,22.78
TRX002635,U00793,P0164,12.12,0.2,0,9.7
TRX002636,U00921,P0057,30.72,0.7,0,9.22
TRX002637,U00341,P0252,21.27,0.5,5,5.63
TRX002638,U00053,P0272,49.53,0.1,5,39.58
TRX002639,U01461,P0117,75.05,0.1,10,57.55
TRX002640,U01010,P0064,32.93,0.2,5,21.34
TRX002641,U00005,P0003,67.6,0.0,0,67.6
TRX002642,U00640,P0021,23.69,0.2,10,8.95
TRX002643,U00626,P0079,11.94,0.1,10,0.99
TRX002644,U01315,P0246,11.0,0.2,10,0.99
TRX002645,U01042,P0237,38.2,0.7,10,1.46
TRX002646,U00385,P0074,15.51,0.1,5,8.96
TRX002647,U00400,P0206,62.55,0.2,10,40.04
TRX002648,U00096,P0151,20.82,0.1,10,8.74
TRX002649,U00897,P0057,104.47,0.2,5,78.58
TRX002650,U00841,P0152,23.76,0.1,5,16.38
TRX002651,U00998,P0209,13.21,0.7,10,0.99
TRX002652,U01312,P0119,26.65,0.2,0,21.32
TRX002653,U00580,P0197,46.49,0.2,10,27.19
TRX002654,U00656,P0180,9.22,0.0,10,0.99
TRX002655,U00464,P0048,27.3,0.5,0,13.65
TRX002656,U00665,P0120,35.52,0.5,0,17.76
TRX002657,U00454,P0172,21.75,0.9,5,0.99
TRX002658,U01064,P0017,25.75,0.9,0,2.57
TRX002659,U00608,P0183,13.72,0.2,0,10.98
TRX002660,U00018,P0187,50.38,0.9,0,5.04
TRX002661,U00190,P0065,22.27,0.2,5,12.82
TRX002662,U01223,P0078,15.73,0.7,0,4.72
TRX002663,U00750,P0045,5.23,0.2,5,0.99
TRX002664,U01205,P0172,18.28,0.1,10,6.45
TRX002665,U01086,P0011,11.64,0.2,5,4.31
TRX002666,U00158,P0164,36.55,0.1,5,27.89
TRX002667,U00921,P0021,19.08,0.9,0,1.91
TRX002668,U00090,P0285,18.78,0.2,10,5.02
TRX002669,U00279,P0206,8.0,0.7,0,2.4
TRX002670,U00676,P0261,19.68,0.0,0,19.68
TRX002671,U01133,P0058,11.31,0.1,10,0.99
TRX002672,U01300,P0095,52.6,0.9,5,0.99
TRX002673,U01304,P0039,58.17,0.1,0,52.35
TRX002674,U01160,P0269,5.96,0.7,0,1.79
TRX002675,U01198,P0165,5.69,0.1,10,0.99
TRX002676,U00757,P0214,20.12,0.9,0,2.01
TRX002677,U00433,P0012,15.95,0.1,0,14.36
TRX002678,U00815,P0139,12.69,0.1,5,6.42
TRX002679,U00261,P0116,281.89,0.9,10,18.19
TRX002680,U00446,P0292,13.58,0.1,10,2.22
TRX002681,U01409,P0166,27.89,0.1,10,15.1
TRX002682,U01384,P0243,18.41,0.2,0,14.73
TRX002683,U00764,P0196,13.75,0.2,5,6.0
TRX002684,U00170,P0090,15.57,0.2,0,12.46
TRX002685,U00695,P0241,42.77,0.5,0,21.39
TRX002686,U00862,P0067,18.29,0.2,0,14.63
TRX002687,U00458,P0187,14.56,0.9,10,0.99
TRX002688,U01435,P0064,7.01,0.5,0,3.5
TRX002689,U00865,P0250,36.49,0.2,5,24.19
TRX002690,U01130,P0118,14.12,0.2,0,11.3
TRX002691,U00961,P0244,27.08,0.2,0,21.66
TRX002692,U00275,P0136,34.92,0.1,10,21.43
TRX002693,U01382,P0174,242.99,0.2,5,189.39
TRX002694,U00072,P0117,28.17,0.5,0,14.09
TRX002695,U00362,P0009,21.6,0.1,0,19.44
TRX002696,U00916,P0244,6.16,0.0,0,6.16
TRX002697,U00495,P0067,17.05,0.9,10,0.99
TRX002698,U01213,P0149,47.49,0.2,10,27.99
TRX002699,U00441,P0213,19.93,0.1,5,12.94
TRX002700,U01443,P0034,5.13,0.1,5,0.99
TRX002701,U01268,P0144,8.12,0.2,0,6.5
TRX002702,U00599,P0289,107.63,0.7,10,22.29
TRX002703,U00277,P0011,68.36,0.1,5,56.52
TRX002704,U00810,P0094,12.18,0.1,0,10.96
TRX002705,U01158,P0204,6.92,0.5,10,0.99
TRX002706,U01055,P0248,18.42,0.7,0,5.53
TRX002707,U00868,P0179,17.81,0.1,5,11.03
TRX002708,U00680,P0033,15.99,0.1,0,14.39
TRX002709,U00765,P0230,13.46,0.1,10,2.11
TRX002710,U00099,P0106,53.48,0.2,0,42.78
TRX002711,U00154,P0094,22.93,0.5,0,11.46
TRX002712,U00805,P0212,18.94,0.2,0,15.15
TRX002713,U00941,P0062,20.13,0.5,0,10.06
TRX002714,U00315,P0179,20.0,0.5,0,10.0
TRX002715,U01003,P0106,19.11,0.9,5,0.99
TRX002716,U00945,P0198,13.17,0.1,5,6.85
TRX002717,U01345,P0208,15.14,0.5,0,7.57
TRX002718,U01195,P0164,58.59,0.0,5,53.59
TRX002719,U00412,P0200,61.37,0.5,0,30.68
TRX002720,U00616,P0257,26.81,0.1,0,24.13
TRX002721,U01294,P0127,10.98,0.1,10,0.99
TRX002722,U00944,P0241,6.88,0.2,0,5.5
TRX002723,U01421,P0197,8.67,0.0,0,8.67
TRX002724,U01176,P0127,78.03,0.1,5,65.23
TRX002725,U00862,P0011,28.1,0.5,10,4.05
TRX002726,U01078,P0137,30.92,0.1,5,22.83
TRX002727,U00893,P0187,11.51,0.1,5,5.36
TRX002728,U00896,P0100,8.82,0.0,5,3.82
TRX002729,U00731,P0074,8.77,0.2,0,7.02
TRX002730,U00841,P0270,81.52,0.2,10,55.22
TRX002731,U01065,P0126,21.97,0.9,10,0.99
TRX002732,U00648,P0207,15.62,0.5,10,0.99
TRX002733,U00656,P0272,20.99,0.7,5,1.3
TRX002734,U01024,P0223,8.79,0.0,0,8.79
TRX002735,U01299,P0152,11.61,0.7,0,3.48
TRX002736,U01183,P0076,31.98,0.1,10,18.78
TRX002737,U00707,P0001,29.53,0.1,10,16.58
TRX002738,U01230,P0149,211.73,0.0,10,201.73
TRX002739,U00875,P0084,11.89,0.7,0,3.57
TRX002740,U01190,P0059,17.8,0.2,0,14.24
TRX002741,U01323,P0271,7.69,0.5,5,0.99
TRX002742,U00502,P0058,10.24,0.5,5,0.99
TRX002743,U00133,P0223,21.0,0.1,0,18.9
TRX002744,U00456,P0260,22.07,0.1,0,19.86
TRX002745,U01123,P0289,31.39,0.1,5,23.25
TRX002746,U01310,P0015,12.09,0.7,0,3.63
TRX002747,U01128,P0187,17.26,0.2,5,8.81
TRX002748,U00212,P0069,32.58,0.1,0,29.32
TRX002749,U01462,P0189,10.1,0.7,10,0.99
TRX002750,U01496,P0062,15.34,0.2,10,2.27
TRX002751,U01437,P0244,48.93,0.7,0,14.68
TRX002752,U00896,P0198,13.93,0.2,5,6.14
TRX002753,U00114,P0150,17.63,0.0,5,12.63
TRX002754,U01406,P0042,62.54,0.0,0,62.54
TRX002755,U01059,P0082,12.85,0.0,5,7.85
TRX002756,U00655,P0105,28.56,0.2,10,12.85
TRX002757,U01374,P0018,65.75,0.1,0,59.18
TRX002758,U00694,P0245,5.93,0.1,5,0.99
TRX002759,U00716,P0043,31.81,0.2,0,25.45
TRX002760,U01133,P0231,23.72,0.5,10,1.86
TRX002761,U00229,P0148,71.8,0.1,0,64.62
TRX002762,U01160,P0019,28.78,0.5,5,9.39
TRX002763,U00871,P0265,42.82,0.1,5,33.54
TRX002764,U00717,P0289,40.82,0.1,5,31.74
TRX002765,U00986,P0067,18.63,0.0,0,18.63
TRX002766,U00667,P0271,6.94,0.2,0,5.55
TRX002767,U01079,P0011,59.8,0.0,0,59.8
TRX002768,U00240,P0208,27.84,0.1,5,20.06
TRX002769,U01290,P0196,28.21,0.2,0,22.57
TRX002770,U00688,P0283,30.76,0.1,10,17.68
TRX002771,U01333,P0197,11.92,0.2,0,9.54
TRX002772,U01389,P0116,54.96,0.5,0,27.48
TRX002773,U00667,P0262,27.47,0.0,5,22.47
TRX002774,U00534,P0140,62.36,0.2,10,39.89
TRX002775,U00084,P0018,19.41,0.7,5,0.99
TRX002776,U01016,P0085,168.37,0.5,0,84.19
TRX002777,U00432,P0038,17.57,0.2,10,4.06
TRX002778,U00471,P0280,13.68,0.1,5,7.31
TRX002779,U00535,P0210,14.2,0.2,0,11.36
TRX002780,U00809,P0089,29.23,0.5,0,14.62
TRX002781,U01001,P0144,10.3,0.2,5,3.24
TRX002782,U00690,P0254,13.53,0.0,0,13.53
TRX002783,U00918,P0045,35.64,0.5,0,17.82
TRX002784,U01228,P0213,37.28,0.5,0,18.64
TRX002785,U00449,P0238,11.32,0.2,10,0.99
TRX002786,U01217,P0201,21.5,0.7,5,1.45
TRX002787,U00577,P0062,15.91,0.5,0,7.96
TRX002788,U00724,P0175,23.63,0.1,5,16.27
TRX002789,U00252,P0185,8.48,0.2,0,6.78
TRX002790,U00014,P0189,8.87,0.2,5,2.1
TRX002791,U01428,P0007,8.7,0.1,0,7.83
TRX002792,U00509,P0078,25.55,0.2,0,20.44
TRX002793,U00900,P0150,7.3,0.7,5,0.99
TRX002794,U01312,P0235,9.5,0.5,5,0.99
TRX002795,U00413,P0214,6.45,0.2,10,0.99
TRX002796,U01407,P0170,28.13,0.1,5,20.32
TRX002797,U00253,P0106,38.38,0.2,0,30.7
TRX002798,U00209,P0164,23.1,0.5,5,6.55
TRX002799,U00323,P0128,8.32,0.7,10,0.99
TRX002800,U00398,P0037,19.95,0.1,0,17.95
TRX002801,U00504,P0134,35.73,0.2,0,28.58
TRX002802,U01466,P0195,36.11,0.1,0,32.5
TRX002803,U00637,P0254,7.15,0.1,10,0.99
TRX002804,U01314,P0051,47.18,0.7,5,9.15
TRX002805,U00159,P0166,56.31,0.7,0,16.89
TRX002806,U01156,P0245,21.07,0.2,0,16.86
TRX002807,U00858,P0283,39.06,0.7,5,6.72
TRX002808,U00111,P0270,23.42,0.2,0,18.74
TRX002809,U00054,P0027,9.32,0.2,0,7.46
TRX002810,U00585,P0263,22.76,0.5,10,1.38
TRX002811,U00474,P0087,7.7,0.7,10,0.99
TRX002812,U00672,P0132,8.59,0.0,0,8.59
TRX002813,U01003,P0189,14.94,0.2,0,11.95
TRX002814,U00553,P0220,32.61,0.1,0,29.35
TRX002815,U01328,P0009,14.34,0.2,5,6.47
TRX002816,U01264,P0298,29.74,0.0,0,29.74
TRX002817,U01204,P0257,33.91,0.1,10,20.52
TRX002818,U00640,P0208,7.89,0.0,10,0.99
TRX002819,U00341,P0090,26.76,0.2,0,21.41
TRX002820,U00474,P0060,13.16,0.1,0,11.84
TRX002821,U00248,P0299,15.64,0.5,0,7.82
TRX002822,U00012,P0171,10.07,0.2,0,8.06
TRX002823,U00179,P0242,24.09,0.1,0,21.68
TRX002824,U00981,P0051,17.22,0.0,0,17.22
TRX002825,U00902,P0228,15.24,0.2,0,12.19
TRX002826,U01422,P0179,20.19,0.1,10,8.17
TRX002827,U00822,P0284,25.42,0.9,0,2.54
TRX002828,U01438,P0257,28.3,0.1,0,25.47
TRX002829,U00909,P0039,44.62,0.5,5,17.31
TRX002830,U00636,P0163,8.99,0.2,5,2.19
TRX002831,U01010,P0207,25.96,0.0,0,25.96
TRX002832,U00186,P0268,15.27,0.2,5,7.22
TRX002833,U00733,P0217,19.85,0.2,5,10.88
TRX002834,U01481,P0030,9.49,0.5,10,0.99
TRX002835,U00422,P0139,20.86,0.9,5,0.99
TRX002836,U01350,P0203,11.89,0.7,0,3.57
TRX002837,U00259,P0038,25.59,0.2,0,20.47
TRX002838,U01257,P0077,16.01,0.1,10,4.41
TRX002839,U00527,P0167,40.0,0.0,0,40.0
TRX002840,U00212,P0050,14.34,0.2,0,11.47
TRX002841,U01296,P0054,20.19,0.2,5,11.15
TRX002842,U00928,P0193,26.03,0.0,5,21.03
TRX002843,U01309,P0146,5.0,0.1,0,4.5
TRX002844,U00885,P0245,46.73,0.0,5,41.73
TRX002845,U01364,P0248,24.64,0.1,0,22.18
TRX002846,U01273,P0204,23.36,0.2,5,13.69
TRX002847,U01484,P0182,41.56,0.7,0,12.47
TRX002848,U00813,P0106,17.0,0.5,5,3.5
TRX002849,U01223,P0178,23.07,0.2,5,13.46
TRX002850,U01046,P0273,5.81,0.9,5,0.99
TRX002851,U00943,P0299,16.17,0.2,5,7.94
TRX002852,U00281,P0178,138.75,0.0,5,133.75
TRX002853,U00359,P0236,10.69,0.1,0,9.62
TRX002854,U00477,P0251,20.6,0.7,0,6.18
TRX002855,U00072,P0225,5.0,0.1,0,4.5
TRX002856,U01357,P0169,27.31,0.9,0,2.73
TRX002857,U00736,P0281,6.73,0.9,5,0.99
TRX002858,U00930,P0077,76.97,0.1,5,64.27
TRX002859,U00175,P0123,17.13,0.7,0,5.14
TRX002860,U00365,P0134,28.99,0.2,5,18.19
TRX002861,U00433,P0072,24.13,0.1,0,21.72
TRX002862,U00122,P0295,12.21,0.1,5,5.99
TRX002863,U01064,P0106,12.38,0.1,10,1.14
TRX002864,U01057,P0004,6.03,0.2,10,0.99
TRX002865,U01113,P0155,17.55,0.2,5,9.04
TRX002866,U00474,P0279,17.59,0.1,0,15.83
TRX002867,U00751,P0161,14.73,0.2,10,1.78
TRX002868,U00419,P0136,33.97,0.2,0,27.18
TRX002869,U01060,P0165,112.87,0.5,5,51.44
TRX002870,U00726,P0113,25.94,0.2,10,10.75
TRX002871,U00444,P0018,17.53,0.2,5,9.02
TRX002872,U00186,P0052,37.61,0.2,10,20.09
TRX002873,U00452,P0014,9.32,0.5,10,0.99
TRX002874,U00018,P0111,11.8,0.2,5,4.44
TRX002875,U00030,P0147,43.25,0.1,0,38.93
TRX002876,U00612,P0221,51.86,0.2,10,31.49
TRX002877,U00673,P0069,7.61,0.1,10,0.99
TRX002878,U00923,P0082,5.0,0.7,5,0.99
TRX002879,U00480,P0161,13.21,0.0,10,3.21
TRX002880,U00569,P0165,11.5,0.2,10,0.99
TRX002881,U00540,P0151,24.76,0.1,0,22.28
TRX002882,U00860,P0248,25.99,0.5,0,12.99
TRX002883,U01232,P0125,180.6,0.0,10,170.6
TRX002884,U00794,P0246,43.34,0.0,0,43.34
TRX002885,U00012,P0026,107.01,0.0,0,107.01
TRX002886,U00606,P0275,42.69,0.5,0,21.34
TRX002887,U00578,P0203,10.79,0.2,0,8.63
TRX002888,U01039,P0058,15.89,0.1,10,4.3
TRX002889,U00754,P0290,18.5,0.1,0,16.65
TRX002890,U00146,P0222,35.49,0.2,0,28.39
TRX002891,U01282,P0021,10.86,0.5,0,5.43
TRX002892,U00770,P0052,37.09,0.2,0,29.67
TRX002893,U00515,P0158,55.77,0.1,5,45.19
TRX002894,U00557,P0143,6.23,0.5,10,0.99
TRX002895,U01177,P0048,17.68,0.5,10,0.99
TRX002896,U00696,P0279,19.93,0.1,0,17.94
TRX002897,U01148,P0010,11.45,0.1,0,10.3
TRX002898,U00422,P0232,8.95,0.2,0,7.16
TRX002899,U00252,P0217,40.26,0.2,0,32.21
TRX002900,U01205,P0062,33.33,0.2,10,16.66
TRX002901,U00232,P0230,7.64,0.5,10,0.99
TRX002902,U00054,P0192,8.98,0.5,0,4.49
TRX002903,U00994,P0024,8.76,0.5,0,4.38
TRX002904,U00959,P0029,5.55,0.1,0,5.0
TRX002905,U00074,P0276,10.71,0.1,0,9.64
TRX002906,U00732,P0173,36.78,0.5,5,13.39
TRX002907,U00496,P0174,9.14,0.0,10,0.99
TRX002908,U01405,P0231,23.82,0.1,10,11.44
TRX002909,U01172,P0168,9.26,0.2,10,0.99
TRX002910,U00826,P0012,14.71,0.1,10,3.24
TRX002911,U00542,P0277,45.22,0.2,10,26.18
TRX002912,U00211,P0222,41.02,0.1,0,36.92
TRX002913,U01156,P0034,10.17,0.7,0,3.05
TRX002914,U00706,P0019,24.7,0.0,5,19.7
TRX002915,U00427,P0028,15.75,0.2,0,12.6
TRX002916,U00614,P0119,7.86,0.1,10,0.99
TRX002917,U01131,P0002,38.82,0.2,0,31.06
TRX002918,U00862,P0135,15.46,0.0,0,15.46
TRX002919,U00891,P0183,14.83,0.0,0,14.83
TRX002920,U01235,P0198,8.06,0.9,5,0.99
TRX002921,U01143,P0107,17.53,0.7,5,0.99
TRX002922,U00495,P0157,10.56,0.2,5,3.45
TRX002923,U00973,P0070,17.61,0.2,0,14.09
TRX002924,U00324,P0218,31.14,0.2,5,19.91
TRX002925,U01416,P0239,68.82,0.5,5,29.41
TRX002926,U01218,P0041,14.65,0.5,10,0.99
TRX002927,U01263,P0043,23.21,0.1,10,10.89
TRX002928,U00577,P0052,8.03,0.5,0,4.01
TRX002929,U01443,P0005,14.01,0.0,5,9.01
TRX002930,U00865,P0187,68.16,0.2,10,44.53
TRX002931,U00758,P0108,52.68,0.0,0,52.68
TRX002932,U00449,P0245,19.03,0.0,0,19.03
TRX002933,U00189,P0231,5.76,0.5,10,0.99
TRX002934,U00437,P0233,28.31,0.1,10,15.48
TRX002935,U00201,P0149,9.42,0.0,5,4.42
TRX002936,U00032,P0001,14.68,0.2,0,11.74
TRX002937,U00351,P0161,76.7,0.1,0,69.03
TRX002938,U00067,P0156,5.5,0.1,0,4.95
TRX002939,U01252,P0209,138.07,0.2,5,105.46
TRX002940,U00993,P0224,6.12,0.2,10,0.99
TRX002941,U00717,P0005,25.9,0.1,10,13.31
TRX002942,U00225,P0252,58.48,0.1,0,52.63
TRX002943,U00615,P0288,5.38,0.1,0,4.84
TRX002944,U00726,P0251,20.94,0.0,0,20.94
TRX002945,U00555,P0149,35.38,0.9,5,0.99
TRX002946,U01086,P0276,18.08,0.0,0,18.08
TRX002947,U00363,P0211,5.0,0.7,0,1.5
TRX002948,U00604,P0077,25.16,0.7,10,0.99
TRX002949,U00879,P0274,34.95,0.2,5,22.96
TRX002950,U00842,P0054,12.13,0.2,0,9.7
TRX002951,U00886,P0008,75.34,0.2,5,55.27
TRX002952,U01134,P0129,7.68,0.1,0,6.91
TRX002953,U00988,P0024,8.62,0.2,5,1.9
TRX002954,U00531,P0106,12.48,0.0,5,7.48
TRX002955,U01096,P0114,38.74,0.2,10,20.99
TRX002956,U00708,P0300,27.84,0.5,10,3.92
TRX002957,U00186,P0091,15.98,0.5,5,2.99
TRX002958,U00305,P0184,17.01,0.2,5,8.61
TRX002959,U01472,P0124,11.55,0.1,0,10.4
TRX002960,U00158,P0224,9.6,0.5,0,4.8
TRX002961,U00791,P0028,33.37,0.9,0,3.34
TRX002962,U00566,P0185,30.36,0.0,5,25.36
TRX002963,U00419,P0287,14.0,0.5,10,0.99
TRX002964,U00896,P0200,6.78,0.1,0,6.1
TRX002965,U00056,P0003,19.15,0.5,0,9.57
TRX002966,U00079,P0197,19.3,0.1,10,7.37
TRX002967,U01251,P0027,5.59,0.5,10,0.99
TRX002968,U00328,P0234,23.05,0.2,0,18.44
TRX002969,U00243,P0280,38.11,0.2,0,30.49
TRX002970,U00630,P0013,11.64,0.1,5,5.48
TRX002971,U00027,P0190,9.86,0.1,0,8.87
TRX002972,U00189,P0225,15.83,0.2,0,12.66
TRX002973,U01087,P0137,23.38,0.5,10,1.69
TRX002974,U01295,P0022,90.27,0.9,5,4.03
TRX002975,U00316,P0243,7.88,0.5,0,3.94
TRX002976,U00087,P0291,10.4,0.7,5,0.99
TRX002977,U00407,P0211,27.73,0.1,10,14.96
TRX002978,U01322,P0161,33.76,0.2,10,17.01
TRX002979,U00610,P0107,41.57,0.2,0,33.26
TRX002980,U00764,P0216,5.9,0.2,0,4.72
TRX002981,U01437,P0120,31.66,0.1,0,28.49
TRX002982,U00264,P0102,9.21,0.0,0,9.21
TRX002983,U00213,P0292,7.13,0.1,5,1.42
TRX002984,U01119,P0223,22.62,0.7,0,6.79
TRX002985,U00951,P0162,7.84,0.2,0,6.27
TRX002986,U01137,P0270,19.76,0.9,0,1.98
TRX002987,U00604,P0238,6.49,0.2,0,5.19
TRX002988,U00386,P0207,16.36,0.2,10,3.09
TRX002989,U00024,P0008,6.05,0.1,5,0.99
TRX002990,U00639,P0084,17.15,0.1,5,10.43
TRX002991,U01388,P0231,13.69,0.1,5,7.32
TRX002992,U01142,P0032,5.0,0.2,0,4.0
TRX002993,U01087,P0234,15.97,0.5,10,0.99
TRX002994,U01418,P0235,37.1,0.7,5,6.13
TRX002995,U00865,P0217,19.85,0.0,10,9.85
TRX002996,U01088,P0256,10.96,0.5,0,5.48
TRX002997,U01446,P0124,13.65,0.5,10,0.99
TRX002998,U00997,P0277,20.38,0.9,0,2.04
TRX002999,U00979,P0174,14.42,0.2,5,6.54
TRX003000,U00463,P0020,91.69,0.1,10,72.52
TRX003001,U01067,P0141,16.83,0.7,5,0.99
TRX003002,U01047,P0163,25.46,0.5,0,12.73
TRX003003,U01152,P0217,13.41,0.1,5,7.07
TRX003004,U00888,P0013,139.64,0.0,10,129.64
TRX003005,U01141,P0209,12.61,0.9,5,0.99
TRX003006,U00734,P0130,7.22,0.2,5,0.99
TRX003007,U00739,P0206,12.91,0.2,5,5.33
TRX003008,U00841,P0075,60.76,0.2,5,43.61
TRX003009,U00845,P0147,40.44,0.0,5,35.44
TRX003010,U00097,P0055,78.7,0.2,0,62.96
TRX003011,U00080,P0028,79.04,0.7,10,13.71
TRX003012,U00009,P0162,5.3,0.1,5,0.99
TRX003013,U00116,P0256,21.74,0.1,10,9.57
TRX003014,U00122,P0273,5.0,0.2,0,4.0
TRX003015,U00002,P0076,5.89,0.2,0,4.71
TRX003016,U01376,P0212,18.79,0.1,10,6.91
TRX003017,U01023,P0252,14.96,0.0,0,14.96
TRX003018,U00704,P0184,18.82,0.2,10,5.06
TRX003019,U01379,P0177,28.56,0.5,5,9.28
TRX003020,U01493,P0119,15.57,0.0,5,10.57
TRX003021,U00604,P0148,24.46,0.9,5,0.99
TRX003022,U01420,P0145,41.7,0.7,0,12.51
TRX003023,U01271,P0247,51.59,0.5,5,20.8
TRX003024,U00045,P0017,13.89,0.2,0,11.11
TRX003025,U00136,P0195,15.2,0.1,0,13.68
TRX003026,U00583,P0265,18.62,0.2,0,14.9
TRX003027,U00469,P0136,14.55,0.1,10,3.1
TRX003028,U00115,P0240,60.17,0.2,5,43.14
TRX003029,U01250,P0150,22.93,0.2,5,13.34
TRX003030,U00320,P0268,8.41,0.1,5,2.57
TRX003031,U00655,P0132,18.65,0.2,5,9.92
TRX003032,U00910,P0013,10.34,0.2,10,0.99
TRX003033,U00829,P0092,63.47,0.7,10,9.04
TRX003034,U01242,P0269,34.0,0.0,5,29.0
TRX003035,U00904,P0265,6.17,0.1,10,0.99
TRX003036,U01064,P0154,9.34,0.1,0,8.41
TRX003037,U00927,P0292,26.42,0.5,5,8.21
TRX003038,U00340,P0247,47.11,0.7,0,14.13
TRX003039,U00459,P0099,27.04,0.2,5,16.63
TRX003040,U00785,P0033,33.52,0.2,0,26.82
TRX003041,U00042,P0023,31.95,0.1,5,23.75
TRX003042,U00116,P0003,63.67,0.1,5,52.3
