ID_Transaccion,Fecha_Compra,Dias_Transito_Internacional,Costo_Envio_Subsidiado_USD,Dias_Ultima_Milla_Peru
TRX001433,2024-07-19,10,0,1
TRX001434,2024-07-12,8,2.99,3
TRX001435,2024-10-03,14,0,1
TRX001436,2024-08-08,7,4.99,4
TRX001437,2024-06-10,15,0,1
TRX001438,2024-07-31,11,0,2
TRX001439,2024-09-29,19,0,3
TRX001440,2024-07-25,10,0,2
TRX001441,2024-06-21,12,0,5
TRX001442,2024-09-21,12,0,2
TRX001443,2024-07-01,14,2.99,4
TRX001444,2024-05-03,8,0,1
TRX001445,2024-09-06,13,0,2
TRX001446,2024-08-22,13,0,2
TRX001447,2024-05-14,14,2.99,1
TRX001448,2024-08-18,16,0,2
TRX001449,2024-05-11,14,0,1
TRX001450,2024-08-02,16,2.99,5
TRX001451,2024-06-02,15,0,4
TRX001452,2024-10-19,12,0,3
TRX001453,2024-06-08,13,0,2
TRX001454,2024-10-01,8,2.99,3
TRX001455,2024-05-28,9,0,2
TRX001456,2024-08-08,14,0,1
TRX001457,2024-09-10,6,0,3
TRX001458,2024-05-11,13,0,1
TRX001459,2024-05-05,10,0,2
TRX001460,2024-10-14,12,0,3
TRX001461,2024-06-21,6,0,3
TRX001462,2024-05-30,11,0,1
TRX001463,2024-05-17,6,0,1
TRX001464,2024-06-26,9,0,1
TRX001465,2024-06-05,11,0,2
TRX001466,2024-07-28,13,4.99,2
TRX001467,2024-05-03,5,2.99,4
TRX001468,2024-07-18,14,0,4
TRX001469,2024-10-24,10,0,4
TRX001470,2024-08-13,14,0,2
TRX001471,2024-08-26,9,0,3
TRX001472,2024-09-23,11,0,2
TRX001473,2024-09-15,18,0,3
TRX001474,2024-10-07,8,0,3
TRX001475,2024-09-14,12,0,3
TRX001476,2024-08-08,10,0,4
TRX001477,2024-05-21,9,0,1
TRX001478,2024-10-02,12,0,4
TRX001479,2024-05-05,14,0,3
TRX001480,2024-10-08,14,0,3
TRX001481,2024-10-02,13,0,3
TRX001482,2024-06-04,14,2.99,1
TRX001483,2024-10-10,8,2.99,2
TRX001484,2024-09-30,9,0,4
TRX001485,2024-07-04,11,0,3
TRX001486,2024-10-17,13,2.99,1
TRX001487,2024-07-30,8,0,1
TRX001488,2024-09-10,11,2.99,3
TRX001489,2024-06-10,13,0,3
TRX001490,2024-08-19,16,2.99,2
TRX001491,2024-06-14,12,0,1
TRX001492,2024-10-02,12,0,1
TRX001493,2024-10-23,17,0,4
TRX001494,2024-06-03,10,0,1
TRX001495,2024-08-27,14,0,1
TRX001496,2024-05-26,13,0,3
TRX001497,2024-10-20,15,0,2
TRX001498,2024-09-19,11,0,1
TRX001499,2024-09-27,11,0,3
TRX001500,2024-10-24,11,0,3
TRX001501,2024-06-05,13,2.99,4
TRX001502,2024-05-26,13,0,4
TRX001503,2024-05-22,12,0,1
TRX001504,2024-07-19,9,0,5
TRX001505,2024-06-25,13,0,2
TRX001506,2024-10-16,11,0,3
TRX001507,2024-06-30,16,0,3
TRX001508,2024-05-29,11,0,1
TRX001509,2024-10-05,11,0,1
TRX001510,2024-10-12,12,0,3
TRX001511,2024-08-24,15,0,3
TRX001512,2024-06-09,14,0,4
TRX001513,2024-05-07,15,0,1
TRX001514,2024-10-06,12,2.99,2
TRX001515,2024-08-05,12,0,2
TRX001516,2024-06-13,9,0,2
TRX001517,2024-08-13,16,0,2
TRX001518,2024-05-20,16,0,1
TRX001519,2024-07-19,13,0,3
TRX001520,2024-06-20,11,0,2
TRX001521,2024-10-18,17,0,2
TRX001522,2024-10-28,10,0,4
TRX001523,2024-08-30,14,0,4
TRX001524,2024-06-16,12,0,3
TRX001525,2024-10-03,9,0,1
TRX001526,2024-06-30,7,2.99,3
TRX001527,2024-08-06,14,0,4
TRX001528,2024-09-12,9,4.99,3
TRX001529,2024-08-06,5,0,3
TRX001530,2024-07-16,14,0,4
TRX001531,2024-07-07,11,0,1
TRX001532,2024-06-25,9,4.99,4
TRX001533,2024-06-28,12,0,2
TRX001534,2024-05-15,8,0,4
TRX001535,2024-08-24,7,0,3
TRX001536,2024-09-27,13,0,1
TRX001537,2024-07-04,11,0,3
TRX001538,2024-09-03,13,2.99,3
TRX001539,2024-05-03,8,0,1
TRX001540,2024-05-25,13,4.99,4
TRX001541,2024-09-21,14,2.99,2
TRX001542,2024-05-13,13,2.99,3
TRX001543,2024-10-24,16,2.99,4
TRX001544,2024-05-12,10,0,4
TRX001545,2024-07-27,9,2.99,1
TRX001546,2024-06-25,10,2.99,2
TRX001547,2024-07-22,10,0,1
TRX001548,2024-05-28,15,0,1
TRX001549,2024-06-23,14,0,2
TRX001550,2024-08-29,9,0,1
TRX001551,2024-08-27,9,0,3
TRX001552,2024-06-18,8,2.99,6
TRX001553,2024-05-08,16,0,2
TRX001554,2024-10-13,14,0,5
TRX001555,2024-07-18,10,0,3
TRX001556,2024-09-19,13,0,2
TRX001557,2024-07-18,17,2.99,1
TRX001558,2024-07-10,17,0,3
TRX001559,2024-07-19,11,2.99,3
TRX001560,2024-05-19,13,0,3
TRX001561,2024-08-06,13,4.99,1
TRX001562,2024-05-24,10,0,2
TRX001563,2024-07-11,7,0,1
TRX001564,2024-07-16,10,0,1
TRX001565,2024-10-04,16,0,2
TRX001566,2024-08-07,18,0,1
TRX001567,2024-09-21,16,2.99,1
TRX001568,2024-10-02,14,0,1
TRX001569,2024-06-21,14,0,5
TRX001570,2024-07-10,16,0,2
TRX001571,2024-05-05,13,0,2
TRX001572,2024-10-07,10,0,3
TRX001573,2024-07-23,13,0,4
TRX001574,2024-07-06,7,0,2
TRX001575,2024-07-11,10,0,1
TRX001576,2024-07-27,11,0,3
TRX001577,2024-07-24,14,4.99,3
TRX001578,2024-09-03,10,0,3
TRX001579,2024-08-13,9,0,4
TRX001580,2024-05-21,12,0,2
TRX001581,2024-06-07,12,0,5
TRX001582,2024-08-15,16,0,5
TRX001583,2024-08-05,15,0,2
TRX001584,2024-05-23,6,2.99,3
TRX001585,2024-06-14,17,0,1
TRX001586,2024-09-19,15,2.99,1
TRX001587,2024-07-25,8,0,3
TRX001588,2024-09-20,11,2.99,3
TRX001589,2024-05-23,14,0,5
TRX001590,2024-05-12,9,0,2
TRX001591,2024-09-12,16,0,5
TRX001592,2024-06-03,14,0,2
TRX001593,2024-05-16,13,0,2
TRX001594,2024-10-01,7,0,2
TRX001595,2024-08-23,15,0,3
TRX001596,2024-10-12,12,0,1
TRX001597,2024-06-07,14,0,2
TRX001598,2024-05-18,11,0,3
TRX001599,2024-09-01,12,0,2
TRX001600,2024-05-23,9,0,2
TRX001601,2024-07-26,11,2.99,3
TRX001602,2024-05-05,16,0,1
TRX001603,2024-10-22,7,0,2
TRX001604,2024-06-22,13,0,2
TRX001605,2024-09-14,18,4.99,3
TRX001606,2024-10-02,9,2.99,5
TRX001607,2024-08-01,8,4.99,4
TRX001608,2024-05-25,9,0,2
TRX001609,2024-08-07,11,0,3
TRX001610,2024-09-25,6,4.99,3
TRX001611,2024-05-23,11,0,2
TRX001612,2024-07-22,12,2.99,3
TRX001613,2024-08-13,14,0,1
TRX001614,2024-07-23,14,0,2
TRX001615,2024-07-27,17,0,3
TRX001616,2024-08-06,14,0,2
TRX001617,2024-09-06,15,0,3
TRX001618,2024-10-06,9,0,2
TRX001619,2024-09-23,7,0,3
TRX001620,2024-08-25,13,0,3
TRX001621,2024-09-20,14,0,2
TRX001622,2024-10-12,18,2.99,3
TRX001623,2024-06-16,13,0,2
TRX001624,2024-10-03,12,0,2
TRX001625,2024-10-24,11,2.99,2
TRX001626,2024-09-13,8,0,2
TRX001627,2024-06-02,13,0,3
TRX001628,2024-07-11,8,0,3
TRX001629,2024-07-05,12,0,4
TRX001630,2024-07-18,16,0,4
TRX001631,2024-05-24,13,0,4
TRX001632,2024-09-04,15,2.99,3
TRX001633,2024-10-17,8,0,4
TRX001634,2024-05-01,12,0,2
TRX001635,2024-10-22,9,2.99,4
TRX001636,2024-06-26,9,0,3
TRX001637,2024-07-22,13,0,4
TRX001638,2024-07-10,15,0,4
TRX001639,2024-05-31,13,0,3
TRX001640,2024-07-31,12,2.99,1
TRX001641,2024-06-22,16,0,1
TRX001642,2024-09-25,7,0,3
TRX001643,2024-10-01,6,0,3
TRX001644,2024-09-07,14,0,2
TRX001645,2024-07-01,14,0,1
TRX001646,2024-05-05,9,2.99,4
TRX001647,2024-09-04,9,0,4
TRX001648,2024-06-09,10,0,1
TRX001649,2024-07-31,10,2.99,5
TRX001650,2024-08-25,10,0,4
TRX001651,2024-09-09,19,0,2
TRX001652,2024-09-22,9,0,1
TRX001653,2024-07-18,13,0,2
TRX001654,2024-07-02,7,0,2
TRX001655,2024-05-05,16,0,2
TRX001656,2024-09-15,8,0,3
TRX001657,2024-09-02,9,0,1
TRX001658,2024-05-14,11,2.99,2
TRX001659,2024-10-16,7,0,2
TRX001660,2024-06-27,9,0,4
TRX001661,2024-07-20,15,0,4
TRX001662,2024-09-27,13,0,1
TRX001663,2024-09-13,13,0,3
TRX001664,2024-10-11,11,0,3
TRX001665,2024-09-29,10,2.99,1
TRX001666,2024-07-27,15,0,2
TRX001667,2024-05-26,12,0,4
TRX001668,2024-08-26,8,0,2
TRX001669,2024-10-28,11,0,4
TRX001670,2024-08-17,7,0,3
TRX001671,2024-08-13,15,0,3
TRX001672,2024-07-28,14,0,1
TRX001673,2024-10-05,10,0,3
TRX001674,2024-05-17,14,4.99,2
TRX001675,2024-10-08,9,2.99,1
TRX001676,2024-10-19,6,0,4
TRX001677,2024-09-27,14,0,5
TRX001678,2024-06-10,12,0,2
TRX001679,2024-10-09,15,0,1
TRX001680,2024-05-29,6,0,2
TRX001681,2024-07-26,14,2.99,3
TRX001682,2024-08-18,6,0,2
TRX001683,2024-10-17,13,0,2
TRX001684,2024-08-08,12,0,3
TRX001685,2024-09-01,13,0,1
TRX001686,2024-09-01,11,0,2
TRX001687,2024-10-16,15,2.99,2
TRX001688,2024-07-24,12,0,1
TRX001689,2024-05-06,17,0,1
TRX001690,2024-10-17,16,0,2
TRX001691,2024-09-17,9,4.99,3
TRX001692,2024-07-03,10,0,1
TRX001693,2024-05-07,13,0,1
TRX001694,2024-09-17,12,0,4
TRX001695,2024-08-31,13,0,1
TRX001696,2024-07-17,17,0,3
TRX001697,2024-09-01,10,0,2
TRX001698,2024-09-02,11,0,2
TRX001699,2024-07-24,13,0,4
TRX001700,2024-05-30,12,2.99,1
TRX001701,2024-09-28,13,0,3
TRX001702,2024-06-27,13,0,4
TRX001703,2024-05-01,10,0,2
TRX001704,2024-05-30,5,0,1
TRX001705,2024-08-01,13,0,3
TRX001706,2024-09-25,9,0,3
TRX001707,2024-08-08,12,0,2
TRX001708,2024-10-23,7,0,5
TRX001709,2024-06-25,8,0,1
TRX001710,2024-05-11,12,0,1
TRX001711,2024-08-22,12,0,5
TRX001712,2024-06-14,14,0,5
TRX001713,2024-06-06,13,0,3
TRX001714,2024-08-05,5,0,1
TRX001715,2024-07-22,10,0,3
TRX001716,2024-07-07,11,0,6
TRX001717,2024-09-11,16,0,3
TRX001718,2024-08-14,12,0,1
TRX001719,2024-08-23,6,0,2
TRX001720,2024-09-01,18,0,3
TRX001721,2024-10-17,10,0,4
TRX001722,2024-05-20,11,0,3
TRX001723,2024-07-16,8,0,3
TRX001724,2024-05-11,13,0,4
TRX001725,2024-09-03,7,0,2
TRX001726,2024-05-15,13,0,2
TRX001727,2024-08-23,9,0,2
TRX001728,2024-07-14,11,2.99,1
TRX001729,2024-10-12,13,0,3
TRX001730,2024-05-20,11,0,5
TRX001731,2024-09-01,15,0,2
TRX001732,2024-07-30,13,0,3
TRX001733,2024-06-11,10,0,2
TRX001734,2024-10-02,11,0,2
TRX001735,2024-06-16,17,2.99,2
TRX001736,2024-09-17,12,0,3
TRX001737,2024-08-31,18,0,4
TRX001738,2024-08-27,10,4.99,2
TRX001739,2024-09-10,9,2.99,4
TRX001740,2024-10-12,11,0,4
TRX001741,2024-10-26,8,0,2
TRX001742,2024-06-05,13,0,3
TRX001743,2024-10-09,13,0,6
TRX001744,2024-06-16,6,0,5
TRX001745,2024-07-08,11,0,4
TRX001746,2024-10-11,12,0,5
TRX001747,2024-07-30,10,0,3
TRX001748,2024-07-23,16,0,3
TRX001749,2024-10-13,14,0,2
TRX001750,2024-07-12,13,0,4
TRX001751,2024-09-24,8,4.99,3
TRX001752,2024-10-19,10,4.99,2
TRX001753,2024-05-26,13,2.99,3
TRX001754,2024-08-17,9,0,5
TRX001755,2024-07-01,11,2.99,3
TRX001756,2024-09-02,11,0,1
TRX001757,2024-10-13,8,2.99,3
TRX001758,2024-05-23,13,2.99,3
TRX001759,2024-07-28,9,0,4
TRX001760,2024-10-05,11,0,1
TRX001761,2024-06-14,10,0,5
TRX001762,2024-05-20,9,0,1
TRX001763,2024-05-19,16,0,2
TRX001764,2024-08-23,10,0,3
TRX001765,2024-07-12,13,0,3
TRX001766,2024-09-06,8,0,2
TRX001767,2024-09-08,13,0,1
TRX001768,2024-10-17,9,0,2
TRX001769,2024-09-02,12,0,3
TRX001770,2024-07-30,11,0,3
TRX001771,2024-10-01,12,0,1
TRX001772,2024-05-21,11,0,4
TRX001773,2024-09-03,8,0,3
TRX001774,2024-07-17,12,0,5
TRX001775,2024-07-28,12,0,1
TRX001776,2024-08-05,8,0,3
TRX001777,2024-06-06,15,4.99,2
TRX001778,2024-07-27,9,0,7
TRX001779,2024-08-11,10,0,2
TRX001780,2024-07-12,12,0,4
TRX001781,2024-05-05,15,0,1
TRX001782,2024-09-09,8,0,1
TRX001783,2024-05-02,14,0,3
TRX001784,2024-05-27,12,0,3
TRX001785,2024-05-04,9,0,2
TRX001786,2024-09-19,11,0,4
TRX001787,2024-09-19,12,0,4
TRX001788,2024-09-20,14,2.99,4
TRX001789,2024-05-19,13,2.99,4
TRX001790,2024-07-07,12,0,1
TRX001791,2024-09-06,12,2.99,1
TRX001792,2024-06-06,15,0,1
TRX001793,2024-05-18,11,2.99,2
TRX001794,2024-05-22,11,0,1
TRX001795,2024-07-10,13,2.99,3
TRX001796,2024-05-06,12,2.99,4
TRX001797,2024-08-29,13,0,1
TRX001798,2024-09-26,6,0,1
TRX001799,2024-05-23,9,4.99,3
TRX001800,2024-08-24,7,0,5
TRX001801,2024-09-14,16,0,1
TRX001802,2024-07-13,14,0,3
TRX001803,2024-09-10,9,0,1
TRX001804,2024-08-25,12,0,2
TRX001805,2024-05-10,18,2.99,2
TRX001806,2024-07-11,10,0,2
TRX001807,2024-10-18,9,0,2
TRX001808,2024-08-31,12,0,2
TRX001809,2024-10-08,16,0,1
TRX001810,2024-06-25,17,0,2
TRX001811,2024-09-21,12,0,4
TRX001812,2024-08-08,7,0,2
TRX001813,2024-08-08,13,0,2
TRX001814,2024-06-02,15,0,4
TRX001815,2024-07-17,7,0,1
TRX001816,2024-07-23,11,2.99,3
TRX001817,2024-08-10,12,4.99,1
TRX001818,2024-06-14,11,0,3
TRX001819,2024-09-27,13,0,1
TRX001820,2024-10-20,11,0,1
TRX001821,2024-09-21,8,0,4
TRX001822,2024-09-04,8,0,1
TRX001823,2024-09-13,10,0,1
TRX001824,2024-08-07,15,4.99,3
TRX001825,2024-07-01,14,2.99,2
TRX001826,2024-07-02,15,0,5
TRX001827,2024-10-10,11,2.99,3
TRX001828,2024-09-23,9,2.99,5
TRX001829,2024-10-09,15,0,1
TRX001830,2024-05-12,11,0,3
TRX001831,2024-10-25,9,0,5
TRX001832,2024-07-31,7,0,1
TRX001833,2024-08-10,14,0,2
TRX001834,2024-10-16,9,0,1
TRX001835,2024-07-28,10,2.99,6
TRX001836,2024-06-25,19,0,2
TRX001837,2024-06-11,14,0,1
TRX001838,2024-07-03,19,0,3
TRX001839,2024-06-13,11,0,3
TRX001840,2024-08-18,17,0,2
TRX001841,2024-07-15,12,2.99,4
TRX001842,2024-08-10,11,0,3
TRX001843,2024-10-06,12,0,2
TRX001844,2024-08-16,15,0,3
TRX001845,2024-06-06,16,0,4
TRX001846,2024-06-06,14,2.99,1
TRX001847,2024-08-07,15,0,3
TRX001848,2024-05-17,14,0,2
TRX001849,2024-05-08,9,0,4
TRX001850,2024-05-01,9,0,2
TRX001851,2024-06-19,6,0,5
TRX001852,2024-09-19,14,2.99,2
TRX001853,2024-10-27,10,4.99,3
TRX001854,2024-05-28,17,0,4
TRX001855,2024-06-15,9,4.99,2
TRX001856,2024-09-14,14,0,1
TRX001857,2024-06-03,14,0,5
TRX001858,2024-06-16,16,0,3
TRX001859,2024-08-23,7,0,5
TRX001860,2024-07-04,9,0,5
TRX001861,2024-05-10,11,0,3
TRX001862,2024-09-11,9,0,2
TRX001863,2024-09-10,10,0,1
TRX001864,2024-07-03,11,0,1
TRX001865,2024-06-26,6,0,3
TRX001866,2024-09-21,14,0,1
TRX001867,2024-09-23,12,0,3
TRX001868,2024-10-16,11,0,5
TRX001869,2024-10-11,9,0,3
TRX001870,2024-07-06,12,2.99,4
TRX001871,2024-08-18,8,0,1
TRX001872,2024-05-19,9,4.99,4
TRX001873,2024-10-14,12,2.99,1
TRX001874,2024-10-08,15,0,3
TRX001875,2024-06-18,8,0,1
TRX001876,2024-06-05,16,0,2
TRX001877,2024-08-24,7,0,4
TRX001878,2024-08-17,12,0,1
TRX001879,2024-06-08,14,0,4
TRX001880,2024-09-22,11,0,4
TRX001881,2024-08-31,16,0,1
TRX001882,2024-06-08,15,0,1
TRX001883,2024-05-02,14,0,4
TRX001884,2024-07-25,8,0,3
TRX001885,2024-10-01,9,0,5
TRX001886,2024-10-17,17,2.99,2
TRX001887,2024-05-06,15,0,1
TRX001888,2024-06-14,13,2.99,3
TRX001889,2024-05-19,8,0,2
TRX001890,2024-08-05,12,0,1
TRX001891,2024-09-21,12,0,3
TRX001892,2024-10-06,8,0,2
TRX001893,2024-10-25,12,0,2
TRX001894,2024-08-15,11,0,1
TRX001895,2024-10-13,12,0,1
TRX001896,2024-09-18,9,0,3
TRX001897,2024-08-31,12,0,1
TRX001898,2024-06-09,10,0,2
TRX001899,2024-08-05,9,0,2
TRX001900,2024-08-08,11,0,1
TRX001901,2024-08-03,20,0,2
TRX001902,2024-06-30,16,0,2
TRX001903,2024-05-06,6,0,2
TRX001904,2024-08-28,9,0,1
TRX001905,2024-09-30,20,0,1
TRX001906,2024-05-09,15,0,2
TRX001907,2024-05-13,11,0,4
TRX001908,2024-10-20,15,0,5
TRX001909,2024-06-28,8,0,4
TRX001910,2024-06-08,8,0,4
TRX001911,2024-08-21,13,0,2
TRX001912,2024-10-04,12,0,1
TRX001913,2024-05-02,13,0,3
TRX001914,2024-10-05,11,0,1
TRX001915,2024-07-12,17,0,2
TRX001916,2024-07-06,10,0,3
TRX001917,2024-10-25,16,0,5
TRX001918,2024-07-31,13,0,1
TRX001919,2024-05-11,8,2.99,3
TRX001920,2024-07-25,13,2.99,1
TRX001921,2024-07-12,10,0,1
TRX001922,2024-07-03,18,0,1
TRX001923,2024-08-26,11,0,3
TRX001924,2024-08-18,9,0,1
TRX001925,2024-07-15,14,0,4
TRX001926,2024-08-15,18,0,2
TRX001927,2024-07-04,19,0,2
TRX001928,2024-07-02,7,0,4
TRX001929,2024-07-01,10,2.99,3
TRX001930,2024-06-29,12,0,3
TRX001931,2024-10-14,13,0,2
TRX001932,2024-08-16,12,2.99,3
TRX001933,2024-09-02,8,2.99,1
TRX001934,2024-07-24,9,0,2
TRX001935,2024-06-15,11,0,2
TRX001936,2024-10-05,11,0,4
TRX001937,2024-07-13,11,0,2
TRX001938,2024-08-26,16,2.99,4
TRX001939,2024-06-02,6,0,3
TRX001940,2024-06-17,8,0,3
TRX001941,2024-07-08,11,0,2
TRX001942,2024-10-10,11,0,1
TRX001943,2024-05-10,7,0,4
TRX001944,2024-06-26,11,0,1
TRX001945,2024-06-09,6,2.99,2
TRX001946,2024-10-14,13,0,3
TRX001947,2024-08-26,14,0,3
TRX001948,2024-09-09,8,0,1
TRX001949,2024-07-12,7,0,1
TRX001950,2024-06-11,12,2.99,5
TRX001951,2024-07-22,15,2.99,3
TRX001952,2024-09-07,5,0,3
TRX001953,2024-05-20,11,2.99,5
TRX001954,2024-07-23,11,0,3
TRX001955,2024-10-16,13,2.99,1
TRX001956,2024-09-23,10,2.99,4
TRX001957,2024-09-09,15,2.99,1
TRX001958,2024-06-03,11,0,1
TRX001959,2024-10-14,9,0,1
TRX001960,2024-07-21,15,0,5
TRX001961,2024-09-18,5,0,5
TRX001962,2024-07-12,13,0,2
TRX001963,2024-05-24,17,2.99,4
TRX001964,2024-09-27,7,0,2
TRX001965,2024-08-13,7,0,4
TRX001966,2024-06-29,11,0,4
TRX001967,2024-06-17,6,0,1
TRX001968,2024-06-22,5,0,2
TRX001969,2024-10-13,15,0,2
TRX001970,2024-10-21,8,0,2
TRX001971,2024-08-22,14,0,4
TRX001972,2024-10-26,18,0,2
TRX001973,2024-08-31,11,2.99,2
TRX001974,2024-07-09,14,0,2
TRX001975,2024-09-04,9,0,1
TRX001976,2024-06-23,12,0,3
TRX001977,2024-05-08,17,0,5
TRX001978,2024-05-04,9,0,4
TRX001979,2024-08-27,10,0,4
TRX001980,2024-07-10,9,0,1
TRX001981,2024-07-15,9,0,2
TRX001982,2024-09-25,10,2.99,3
TRX001983,2024-05-29,11,2.99,3
TRX001984,2024-06-30,8,2.99,3
TRX001985,2024-09-14,8,0,4
TRX001986,2024-07-10,7,2.99,2
TRX001987,2024-07-25,10,0,2
TRX001988,2024-05-27,15,0,4
TRX001989,2024-05-18,13,0,4
TRX001990,2024-06-12,7,0,4
TRX001991,2024-08-06,10,2.99,1
TRX001992,2024-05-07,13,0,5
TRX001993,2024-05-03,9,0,3
TRX001994,2024-06-26,14,0,2
TRX001995,2024-06-23,8,0,1
TRX001996,2024-05-06,15,0,2
TRX001997,2024-07-06,12,2.99,4
TRX001998,2024-08-30,12,0,2
TRX001999,2024-06-16,8,0,1
TRX002000,2024-10-26,7,4.99,3
TRX002001,2024-05-18,12,0,2
TRX002002,2024-10-20,14,0,4
TRX002003,2024-10-22,10,0,3
TRX002004,2024-08-12,16,0,2
TRX002005,2024-10-11,15,0,4
TRX002006,2024-10-20,8,0,2
TRX002007,2024-07-23,13,4.99,1
TRX002008,2024-05-17,15,4.99,1
TRX002009,2024-05-20,12,0,2
TRX002010,2024-09-25,6,0,3
TRX002011,2024-06-17,9,0,3
TRX002012,2024-05-31,10,0,1
TRX002013,2024-09-01,8,0,1
TRX002014,2024-06-22,10,0,2
TRX002015,2024-05-28,16,0,3
TRX002016,2024-09-02,10,0,2
TRX002017,2024-10-28,5,2.99,6
TRX002018,2024-09-03,11,2.99,1
TRX002019,2024-07-08,16,0,3
TRX002020,2024-06-11,8,0,2
TRX002021,2024-06-17,14,0,2
TRX002022,2024-07-05,7,0,6
TRX002023,2024-05-11,11,0,2
TRX002024,2024-08-31,10,0,3
TRX002025,2024-08-13,6,0,2
TRX002026,2024-10-26,7,0,4
TRX002027,2024-05-10,10,0,3
TRX002028,2024-10-15,13,0,6
TRX002029,2024-10-08,17,0,1
TRX002030,2024-09-18,11,0,2
TRX002031,2024-10-15,12,2.99,2
TRX002032,2024-10-26,9,0,2
TRX002033,2024-10-02,13,0,1
TRX002034,2024-05-10,12,2.99,4
TRX002035,2024-09-08,13,0,1
TRX002036,2024-08-20,5,0,4
TRX002037,2024-07-16,14,0,3
TRX002038,2024-09-13,10,2.99,4
TRX002039,2024-07-15,16,0,3
TRX002040,2024-06-21,9,0,2
TRX002041,2024-05-14,15,0,4
TRX002042,2024-06-12,10,0,4
TRX002043,2024-05-17,15,0,1
TRX002044,2024-08-10,11,0,1
TRX002045,2024-09-24,16,0,2
TRX002046,2024-05-15,12,0,1
TRX002047,2024-09-21,9,0,3
TRX002048,2024-07-05,16,0,1
TRX002049,2024-09-06,6,0,3
TRX002050,2024-07-17,11,0,1
TRX002051,2024-09-08,14,0,2
TRX002052,2024-09-24,8,0,1
TRX002053,2024-09-30,17,0,1
TRX002054,2024-05-17,15,0,3
TRX002055,2024-06-24,12,0,1
TRX002056,2024-05-30,12,0,2
TRX002057,2024-10-27,11,0,4
TRX002058,2024-06-25,7,0,5
TRX002059,2024-05-07,8,2.99,3
TRX002060,2024-07-30,12,0,2
TRX002061,2024-08-11,9,0,1
TRX002062,2024-09-29,13,0,6
TRX002063,2024-06-07,12,0,2
TRX002064,2024-10-01,10,0,3
TRX002065,2024-07-07,14,4.99,3
TRX002066,2024-08-07,13,0,4
TRX002067,2024-10-14,9,0,3
TRX002068,2024-06-13,14,0,4
TRX002069,2024-10-05,8,0,4
TRX002070,2024-06-04,16,0,3
TRX002071,2024-05-27,10,0,4
TRX002072,2024-07-28,12,0,3
TRX002073,2024-09-20,15,0,3
TRX002074,2024-05-27,11,0,5
TRX002075,2024-05-03,15,0,1
TRX002076,2024-07-27,8,0,4
TRX002077,2024-06-06,12,0,1
TRX002078,2024-10-08,8,0,2
TRX002079,2024-09-12,16,0,4
TRX002080,2024-10-23,8,0,4
TRX002081,2024-06-18,15,0,2
TRX002082,2024-06-10,14,2.99,1
TRX002083,2024-06-07,8,4.99,2
TRX002084,2024-09-11,13,0,1
TRX002085,2024-08-01,11,0,5
TRX002086,2024-08-14,16,2.99,3
TRX002087,2024-06-07,15,2.99,4
TRX002088,2024-10-26,11,2.99,2
TRX002089,2024-10-10,18,0,1
TRX002090,2024-09-13,12,0,3
TRX002091,2024-06-08,5,0,3
TRX002092,2024-07-12,12,2.99,1
TRX002093,2024-10-08,11,0,3
TRX002094,2024-09-12,9,0,1
TRX002095,2024-08-29,14,0,5
TRX002096,2024-09-04,10,2.99,5
TRX002097,2024-08-08,13,0,1
TRX002098,2024-09-01,14,2.99,1
TRX002099,2024-07-13,10,2.99,1
TRX002100,2024-06-24,16,2.99,4
TRX002101,2024-08-24,17,0,3
TRX002102,2024-07-15,10,0,4
TRX002103,2024-08-30,8,0,2
TRX002104,2024-10-03,11,4.99,4
TRX002105,2024-06-11,11,0,3
TRX002106,2024-05-31,16,2.99,2
TRX002107,2024-05-02,12,0,1
TRX002108,2024-08-05,13,2.99,2
TRX002109,2024-06-24,7,2.99,4
TRX002110,2024-07-06,11,0,1
TRX002111,2024-05-10,5,4.99,4
TRX002112,2024-06-21,11,0,6
TRX002113,2024-08-19,16,0,2
TRX002114,2024-05-05,10,2.99,5
TRX002115,2024-08-01,14,2.99,2
TRX002116,2024-06-20,13,2.99,2
TRX002117,2024-08-30,12,0,1
TRX002118,2024-09-30,14,0,3
TRX002119,2024-06-19,10,0,3
TRX002120,2024-05-20,15,0,4
TRX002121,2024-06-10,13,0,3
TRX002122,2024-08-07,13,0,1
TRX002123,2024-10-17,11,0,4
TRX002124,2024-05-10,9,0,2
TRX002125,2024-08-08,12,0,1
TRX002126,2024-10-13,7,0,5
TRX002127,2024-08-28,15,2.99,2
TRX002128,2024-09-19,9,0,1
TRX002129,2024-08-05,15,2.99,4
TRX002130,2024-07-09,12,0,2
TRX002131,2024-07-07,8,0,2
TRX002132,2024-07-29,9,0,4
TRX002133,2024-08-02,8,0,3
TRX002134,2024-06-28,10,2.99,2
TRX002135,2024-08-04,11,0,3
TRX002136,2024-07-03,9,4.99,3
TRX002137,2024-05-23,14,0,1
TRX002138,2024-06-06,8,2.99,3
TRX002139,2024-07-08,7,4.99,1
TRX002140,2024-06-04,13,0,2
TRX002141,2024-07-12,9,2.99,3
TRX002142,2024-10-22,13,0,2
TRX002143,2024-06-30,12,0,3
TRX002144,2024-09-13,7,0,1
TRX002145,2024-09-13,13,0,1
TRX002146,2024-05-25,14,0,1
TRX002147,2024-06-23,10,0,3
TRX002148,2024-09-26,12,2.99,3
TRX002149,2024-09-13,9,0,3
